id,wip,investissement,satisfaction
0,0,0,0.32796992244149575
1,0,0,0.42808917441987926
2,0,0,0.5678803224738734
3,0,0,0.7706954767842902
4,0,0,0.7448629399593711
5,0,0,0.8193399435236518
6,0,0,0.3047246662409204
7,0,0,0.774868298620221
8,0,0,0.8622099293893037
9,0,0,0.3836520181284388
10,0,0,0.7913202424168513
11,0,0,0.7819488154954647
12,0,0,0.2481369454741134
13,0,0,0.635870474973693
14,0,0,0.5724542042245807
15,0,0,0.8139143278985407
16,0,0,0.8683653745910758
17,0,0,0.5432307220130336
18,0,0,0.7701874691960767
19,0,0,0.5758908006390016
20,0,0,0.9029866716343569
21,0,0,0.444779452448574
22,0,0,0.6189941691310151
23,0,0,0.8344539604744488
24,0,0,0.6196942998568491
25,0,0,0.5550520351137493
26,0,0,0.8405169298496248
27,0,0,0.5278295900285177
28,0,0,0.7898827526226498
29,0,0,0.6269233354258996
30,0,0,0.6272325110572625
31,0,0,0.8066469366781269
32,0,0,0.8002051909643996
33,0,0,0.7167008980169666
34,0,0,0.8849462541346486
35,0,0,0.6522625349210599
36,0,0,0.8539509450952829
37,0,0,0.9093329474891778
38,0,0,0.5656084132140048
39,0,0,0.32259105110596636
40,0,0,0.8360415683050871
41,0,0,0.6675882084597349
42,0,0,0.7989559328678446
43,0,0,0.434889308184013
44,0,0,0.9213504557445183
45,0,0,0.8651273823686034
46,0,0,0.9591174210024674
47,0,0,0.9173378545140859
48,0,0,0.5346526802817777
49,0,0,0.8419911790968463
50,0,0,0.7455702669585765
51,0,0,0.8775396221873722
52,0,0,0.8545351544660086
53,0,0,0.7445668717833955
54,0,0,0.8019201944006094
55,0,0,0.24361641744692847
56,0,0,0.7757752461411354
57,0,0,0.8261388499488812
58,0,0,0.7918185364079706
59,0,0,0.7129707093109474
60,0,0,0.8470783710340295
61,0,0,0.27380931164443045
62,0,0,0.9084213711739687
63,0,0,0.9273865455078729
64,0,0,0.6708255122784776
65,0,0,0.5566817697106857
66,0,0,0.4947118480382181
67,0,0,0.6499892253169138
68,0,0,0.8284030159961745
69,0,0,0.8997446159361522
70,0,0,0.7120896238272791
71,0,0,0.731129186108958
72,0,0,0.748289574184748
73,0,0,0.7958616174747541
74,0,0,0.7855699120131683
75,0,0,0.7492160954124728
76,0,0,0.939190974704334
77,0,0,0.8199286383146527
78,0,0,0.6238931030154539
79,0,0,0.37442026601612344
80,0,0,0.37166436031893085
81,0,0,0.8943188842679608
82,0,0,0.8607156433475922
83,0,0,0.9174905483230623
84,0,0,0.6898620837687103
85,0,0,0.884703382638556
86,0,0,0.2964999943550609
87,0,0,0.6885784173271523
88,0,0,0.6940220741977272
89,0,0,0.787872151004729
90,0,0,0.7207252001382151
91,0,0,0.6467330878486953
92,0,0,0.9040176571246836
93,0,0,0.8739750233855342
94,0,0,0.6555337166545625
95,0,0,0.23498394483058604
96,0,0,0.9002652017476654
97,0,0,0.7090124239078122
98,0,0,0.45630225697143567
99,0,0,0.8341465144779636
100,0,0,0.5722918232914321
101,0,0,0.7624221745444004
