id,wip,investissement,satisfaction
0,0,0,0.3168277998192672
1,0,0,0.7884593641896394
2,0,0,0.47573795697405785
3,0,0,0.7849093610125709
4,0,0,0.7343873349687083
5,0,0,0.7922592179105445
6,0,0,0.3403671526466784
7,0,0,0.7699338483823056
8,0,0,0.6549187359323808
9,0,0,0.6057090000623131
10,0,0,0.6624116754801073
11,0,0,0.565025919666411
12,0,0,0.4291276992849896
13,0,0,0.48902848065374394
14,0,0,0.7735383704602724
15,0,0,0.6360135629439883
16,0,0,0.6974698710369257
17,0,0,0.5840754718049611
18,0,0,0.6208221122838686
19,0,0,0.6426431030887129
20,0,0,0.6269603641948672
21,0,0,0.5178850711143024
22,0,0,0.5321959051162355
23,0,0,0.5702836905288678
24,0,0,0.667226477104687
25,0,0,0.6655858102334108
26,0,0,0.7776775405931212
27,0,0,0.6376873417322176
28,0,0,0.7007387020929264
29,0,0,0.6036826771646868
30,0,0,0.7106253462931409
31,0,0,0.7425049002626702
32,0,0,0.7022460900340285
33,0,0,0.7155343282178154
34,0,0,0.8064612886074927
35,0,0,0.5921130755422569
36,0,0,0.7657464818837686
37,0,0,0.7733780523085915
38,0,0,0.5326878590177372
39,0,0,0.5619437633688283
40,0,0,0.7287105124995001
41,0,0,0.6969113498184816
42,0,0,0.7321338663307216
43,0,0,0.7683191847077111
44,0,0,0.6938874537761104
45,0,0,0.7078356105895507
46,0,0,0.8166106270705182
47,0,0,0.7287137456518084
48,0,0,0.609049865307485
49,0,0,0.8126165564144628
50,0,0,0.7698237506312651
51,0,0,0.7852687909433296
52,0,0,0.7991362850160397
53,0,0,0.5665862286215505
54,0,0,0.7113671585735
55,0,0,0.4974243699138684
56,0,0,0.8193307181587661
57,0,0,0.7944897781287853
58,0,0,0.6893946065701911
59,0,0,0.797684208516932
60,0,0,0.7967903217171821
61,0,0,0.44369897053697566
62,0,0,0.8024393982935909
63,0,0,0.7989977458673604
64,0,0,0.7261232223591341
65,0,0,0.6404486687633167
66,0,0,0.5206575947721077
67,0,0,0.7911532795496198
68,0,0,0.7912888011153789
69,0,0,0.7630243544865085
70,0,0,0.6390991453290286
71,0,0,0.8100071432373317
72,0,0,0.749225845115508
73,0,0,0.7474461352976857
74,0,0,0.7913465241194636
75,0,0,0.7644156581572906
76,0,0,0.7967903217171821
77,0,0,0.7919951335908432
78,0,0,0.796633404771339
79,0,0,0.46162295148143423
80,0,0,0.42308283379657063
81,0,0,0.7626967840352198
82,0,0,0.7896932504725006
83,0,0,0.8702333429091181
84,0,0,0.8175335613623195
85,0,0,0.8714821837197778
86,0,0,0.22078921923421668
87,0,0,0.6427912303401204
88,0,0,0.7923922971863807
89,0,0,0.765288245933631
90,0,0,0.7578149011978377
91,0,0,0.7641237539563541
92,0,0,0.9254541825659118
93,0,0,0.7886803557560406
94,0,0,0.774741814954823
95,0,0,0.6073379628744094
96,0,0,0.7728172986383407
97,0,0,0.6567943554191024
98,0,0,0.5505238203637097
99,0,0,0.7909246996634888
100,0,0,0.7242639911177655
101,0,0,0.7724210591534668
102,0,0,0.6471455947277558
103,0,0,0.6536806116896827
104,0,0,0.7109227911490525
105,0,0,0.7703390772914543
106,0,0,0.7728172986383407
107,0,0,0.7703390772914543
108,0,0,0.7827786935216424
109,0,0,0.4970242741585598
110,0,0,0.8375542086214433
111,0,0,0.7691871439686452
112,0,0,0.8743797966737863
113,0,0,0.8020146535055634
114,0,0,0.4338660836021182
115,0,0,0.5377330211782553
116,0,0,0.6667758229365662
117,0,0,0.6092621482092331
118,0,0,0.6399249048974873
119,0,0,0.6537920385483731
120,0,0,0.5166228035203626
121,0,0,0.8638442425854912
122,0,0,0.7662241754682023
123,0,0,0.628825350030481
124,0,0,0.7476711056137044
125,0,0,0.7439766845171412
126,0,0,0.7699830476942893
127,0,0,0.7733342459149479
128,0,0,0.7723078166041644
129,0,0,0.7571388251924303
130,0,0,0.6376755201393626
131,0,0,0.672185008505821
132,0,0,0.4956455822866411
133,0,0,0.7722895006822005
134,0,0,0.5245819556835082
135,0,0,0.4661146916275732
136,0,0,0.784886222798812
137,0,0,0.7193542673471398
138,0,0,0.5696553994727259
139,0,0,0.8430871905875578
140,0,0,0.4404721439583903
141,0,0,0.7040643430284406
142,0,0,0.7846847419767137
143,0,0,0.714584003674941
144,0,0,0.6372966363114463
145,0,0,0.7846009551086865
146,0,0,0.6910326189058787
147,0,0,0.6839473052628089
148,0,0,0.33753591709646297
149,0,0,0.5843189359075346
150,0,0,0.6251406712051363
151,0,0,0.7514333555248486
152,0,0,0.396473623217113
153,0,0,0.8382917595293666
154,0,0,0.6141101529886488
155,0,0,0.6080072213632075
156,0,0,0.7126512959765915
157,0,0,0.4765166908669383
158,0,0,0.8635586431034439
159,0,0,0.6507989364332745
160,0,0,0.6626564177874628
161,0,0,0.618985713309349
162,0,0,0.8095832452432026
163,0,0,0.7980508285096306
164,0,0,0.6532064679416301
165,0,0,0.7505419320176089
166,0,0,0.789308379585842
167,0,0,0.8978512838346201
